brand,model,year,fuel,transmission,owner,km_driven,mileage_num,engine_num,max_power_num,price_lakh
Volvo,XC40 D4,2019,Diesel,Automatic,First Owner,20000,18.0,1969.0,190.0,38.0
Toyota,Camry 2.5,2016,Petrol,Automatic,First Owner,68089,19.16,2494.0,157.7,20.0
Maruti,Wagon R,2013,Petrol,Manual,First Owner,58343,21.79,998.0,67.05,2.25
Maruti,Baleno Alpha,2018,Diesel,Manual,First Owner,38817,27.39,1248.0,74.0,7.4
Honda,Jazz VX,2016,Petrol,Manual,First Owner,56494,18.2,1199.0,88.7,5.5
Toyota,Innova 2.5,2013,Diesel,Manual,Second Owner,79328,12.99,2494.0,100.6,7.5
Maruti,Swift AMT,2019,Petrol,Automatic,First Owner,5621,22.0,1197.0,81.8,6.5
Toyota,Etios VX,2017,Petrol,Manual,First Owner,25538,16.78,1496.0,88.73,6.25
Maruti,Swift AMT,2018,Petrol,Automatic,First Owner,69779,22.0,1197.0,81.8,6.0
Hyundai,Grand i10,2017,Diesel,Manual,First Owner,56290,24.0,1186.0,73.97,4.5
BMW,X4 M,2019,Diesel,Automatic,First Owner,7500,16.78,1995.0,190.0,54.0
BMW,X4 M,2019,Diesel,Automatic,First Owner,8500,16.78,1995.0,190.0,55.0
Honda,Amaze V,2019,Petrol,Automatic,First Owner,7032,19.0,1199.0,88.76,7.79
Skoda,Rapid 1.6,2016,Petrol,Automatic,First Owner,11000,14.3,1598.0,103.5,6.45
Volvo,V40 D3,2018,Diesel,Automatic,First Owner,2000,16.8,1984.0,150.0,24.75
Hyundai,Xcent 1.1,2016,Diesel,Manual,Second Owner,80000,24.4,1120.0,71.0,3.8
Tata,New Safari,2011,Diesel,Manual,Second Owner,120000,11.57,2179.0,138.1,3.0
Maruti,Alto 800,2014,Petrol,Manual,First Owner,50000,22.74,796.0,47.3,2.4
Maruti,Swift VDI,2011,Diesel,Manual,First Owner,70000,22.9,1248.0,74.0,3.25
Mahindra,KUV 100,2016,Diesel,Manual,First Owner,130000,25.32,1198.0,77.0,4.0
Renault,Lodgy Stepway,2017,Diesel,Manual,First Owner,50000,21.04,1461.0,83.8,8.0
Ford,EcoSport 1.5,2018,Diesel,Manual,First Owner,80000,23.0,1498.0,98.96,9.5
Maruti,Swift VDI,2013,Diesel,Manual,Fourth & Above Owner,120000,22.9,1248.0,74.0,3.0
Maruti,Alto 800,2020,Petrol,Manual,First Owner,5000,22.05,796.0,47.3,3.5
Mahindra,KUV 100,2017,Petrol,Manual,First Owner,59000,18.15,1198.0,82.0,5.3
Chevrolet,Enjoy TCDi,2013,Diesel,Manual,Third Owner,100000,18.2,1248.0,73.8,3.5
Hyundai,Sonata 2.4L,2008,Petrol,Automatic,First Owner,50000,11.0,2359.0,165.0,1.68
Renault,KWID RXT,2016,Petrol,Manual,Second Owner,45000,25.17,799.0,53.3,2.4
Maruti,Swift Dzire,2010,Diesel,Manual,Fourth & Above Owner,80000,19.3,1248.0,73.9,2.2
Maruti,Wagon R,2008,Petrol,Manual,Fourth & Above Owner,80000,18.9,1061.0,67.0,1.1
Maruti,Vitara Brezza,2016,Diesel,Manual,First Owner,100000,24.3,1248.0,88.5,8.5
Maruti,Ertiga VDI,2014,Diesel,Manual,First Owner,110000,20.77,1248.0,88.76,5.45
Toyota,Innova Crysta,2018,Diesel,Manual,First Owner,24000,13.68,2393.0,147.8,20.64
Maruti,S-Cross 2017-2020,2018,Diesel,Manual,First Owner,25000,25.1,1248.0,88.5,9.5
Hyundai,EON Magna,2013,Petrol,Manual,Third Owner,68697,21.1,814.0,55.2,2.0
Maruti,Swift VDI,2017,Diesel,Manual,First Owner,30000,25.2,1248.0,74.0,6.6
Honda,Amaze VX,2013,Diesel,Manual,Second Owner,40000,25.8,1498.0,98.6,4.2
Tata,Indica Vista,2010,Petrol,Manual,First Owner,29000,16.5,1172.0,65.0,1.5
Chevrolet,Beat Diesel,2013,Diesel,Manual,Second Owner,68000,25.44,936.0,57.6,1.75
Honda,Amaze S,2018,Petrol,Automatic,First Owner,15000,18.1,1199.0,88.7,7.5
Maruti,Ritz VDi,2014,Diesel,Manual,First Owner,70000,23.2,1248.0,73.94,4.25
Toyota,Corolla Altis,2015,Diesel,Manual,Third Owner,126000,21.43,1364.0,87.2,7.9
Toyota,Innova 2.5,2011,Diesel,Manual,Third Owner,300000,12.8,2494.0,102.0,8.3
Honda,Mobilio RS,2015,Diesel,Manual,Second Owner,94000,24.5,1498.0,98.6,6.5
Toyota,Corolla Altis,2015,Diesel,Manual,Third Owner,129000,21.43,1364.0,87.2,7.8
Hyundai,i10 Magna,2010,Petrol,Manual,Second Owner,55000,19.81,1086.0,68.05,1.8
Ford,EcoSport 1.5,2019,Diesel,Manual,First Owner,40000,23.0,1498.0,98.96,8.7
Tata,Manza Aura,2011,Diesel,Manual,First Owner,50000,21.12,1248.0,88.8,2.75
Hyundai,i20 1.2,2017,Petrol,Manual,Second Owner,25000,18.6,1197.0,81.83,6.3
Toyota,Corolla H2,2008,Petrol,Manual,Second Owner,60000,13.4,1794.0,125.0,1.5
Maruti,Alto 800,2016,Petrol,Manual,First Owner,25000,22.74,796.0,47.3,3.15
Tata,Indigo CR4,2011,Diesel,Manual,Second Owner,70000,23.57,1396.0,70.0,1.89
Maruti,Swift Dzire,2014,Diesel,Manual,First Owner,120000,23.4,1248.0,74.0,5.8
Maruti,Vitara Brezza,2018,Diesel,Manual,First Owner,35000,24.3,1248.0,88.5,8.25
Tata,Safari Storme,2016,Diesel,Manual,Second Owner,60000,14.1,2179.0,148.0,6.5
Honda,City 1.3,2004,Petrol,Manual,Second Owner,62000,13.0,1343.0,90.0,0.5
Skoda,Fabia 1.2,2011,Petrol,Manual,Second Owner,120000,16.25,1198.0,73.9,2.0
Tata,Venture LX,2013,Diesel,Manual,Third Owner,120000,15.42,1405.0,70.0,1.35
Hyundai,i20 2015-2017,2017,Diesel,Manual,First Owner,80000,22.54,1396.0,88.73,6.8
Hyundai,i20 1.4,2017,Diesel,Manual,First Owner,80000,22.54,1396.0,88.73,6.7
BMW,5 Series,2010,Diesel,Automatic,First Owner,60000,16.73,1995.0,218.0,10.0
Maruti,Alto K10,2010,Petrol,Manual,Second Owner,80000,20.92,998.0,67.1,2.4
Force,One SX,2014,Diesel,Manual,Second Owner,147279,17.0,2200.0,139.01,5.55
Skoda,Rapid 1.6,2013,Diesel,Manual,First Owner,98000,20.5,1598.0,103.5,4.55
Maruti,Swift Dzire,2018,Diesel,Manual,First Owner,25000,28.4,1248.0,74.02,7.5
Maruti,Swift Dzire,2016,Diesel,Automatic,First Owner,90000,26.59,1248.0,74.0,7.0
Tata,Nano XTA,2016,Petrol,Automatic,First Owner,22000,21.9,624.0,37.48,2.2
Tata,Indica V2,2014,Diesel,Manual,First Owner,120000,25.0,1396.0,69.0,1.6
Chevrolet,Sail Hatchback,2013,Diesel,Manual,Second Owner,100000,22.1,1248.0,76.9,2.25
Tata,Indigo CS,2008,Diesel,Manual,Second Owner,120000,19.09,1396.0,69.0,1.4
Maruti,Swift Dzire,2014,Diesel,Manual,Second Owner,70000,23.4,1248.0,74.0,6.0
Mahindra,XUV500 W10,2015,Diesel,Manual,First Owner,24700,16.0,2179.0,140.0,10.0
Chevrolet,Spark 1.0,2008,Petrol,Manual,Third Owner,100000,18.0,995.0,62.0,0.65
Maruti,Ignis 1.2,2019,Petrol,Manual,First Owner,10000,20.89,1197.0,81.8,5.0
Mahindra,XUV500 W10,2017,Diesel,Manual,First Owner,88754,16.0,2179.0,140.0,11.0
Mahindra,XUV500 W6,2017,Diesel,Manual,First Owner,43526,16.0,2179.0,140.0,11.5
Skoda,Fabia 1.2,2012,Petrol,Manual,First Owner,55885,16.25,1198.0,75.0,3.2
Ford,Ecosport 1.5,2019,Diesel,Manual,First Owner,16034,21.7,1498.0,98.96,9.5
Ford,Figo Diesel,2012,Diesel,Manual,First Owner,156040,20.0,1399.0,68.0,2.5
Ford,Endeavour 2.5L,2004,Diesel,Manual,First Owner,93415,13.1,2499.0,141.0,4.0
BMW,5 Series,2008,Diesel,Automatic,Second Owner,122000,18.48,1995.0,177.0,11.0
Maruti,Baleno Delta,2017,Diesel,Manual,First Owner,20000,27.39,1248.0,74.0,6.0
Maruti,Swift VVT,2017,Petrol,Manual,First Owner,46000,22.0,1197.0,81.8,5.1
Skoda,Rapid 1.6,2016,Petrol,Manual,Third Owner,50000,15.41,1598.0,103.2,3.95
Maruti,Wagon R,2018,Petrol,Manual,First Owner,5000,21.79,998.0,67.05,4.69
Maruti,Alto 800,2017,Petrol,Manual,First Owner,42000,24.7,796.0,47.3,2.5
Chevrolet,Spark 1.0,2011,Petrol,Manual,First Owner,68519,16.2,995.0,62.1,1.3
Ford,EcoSport 1.5,2019,Diesel,Manual,First Owner,30000,23.0,1498.0,98.96,9.06
Ford,Figo Diesel,2011,Diesel,Manual,First Owner,85000,20.0,1399.0,68.0,1.6
Maruti,Swift Dzire,2012,Petrol,Manual,First Owner,88000,17.5,1298.0,85.8,3.0
Maruti,800 Uniq,2010,Petrol,Manual,Fourth & Above Owner,100000,14.0,796.0,37.5,0.6
Maruti,Swift Dzire,2014,Petrol,Manual,Second Owner,100000,19.1,1197.0,85.8,4.0
Tata,Tiago XT,2018,Petrol,Manual,First Owner,22966,23.84,1199.0,84.48,4.5
Mahindra,Bolero 2011-2019,2014,Diesel,Manual,Second Owner,80000,15.96,2523.0,62.1,4.65
Maruti,Swift VDI,2012,Diesel,Manual,Second Owner,80000,22.9,1248.0,74.0,3.25
Maruti,Alto LXi,2008,Petrol,Manual,Second Owner,70000,19.7,796.0,46.3,1.5
Hyundai,EON Era,2014,Petrol,Manual,First Owner,2350,21.1,814.0,55.2,2.5
Maruti,Alto LXi,2011,Petrol,Manual,First Owner,50000,19.7,796.0,46.3,1.75
Maruti,Alto LXi,2010,Petrol,Manual,First Owner,58000,19.7,796.0,46.3,1.75
Honda,City 2017-2020,2006,Petrol,Manual,Second Owner,80000,16.9,1497.0,100.0,1.5
Mahindra,Bolero Power,2018,Diesel,Manual,First Owner,60000,16.5,1493.0,70.0,7.97
Hyundai,Elite i20,2019,Petrol,Manual,First Owner,35000,18.6,1197.0,81.86,8.0
Mahindra,Bolero 2011-2019,2019,Diesel,Manual,First Owner,59872,15.96,2523.0,62.1,7.5
Mahindra,Scorpio M2DI,2011,Diesel,Manual,Second Owner,140000,13.5,2179.0,115.0,4.0
Maruti,Alto LX,2012,Petrol,Manual,First Owner,110000,19.7,796.0,46.3,1.6
Mahindra,Bolero 2011-2019,2016,Diesel,Manual,First Owner,91182,15.96,2523.0,62.1,7.0
Maruti,Alto LXi,2010,Petrol,Manual,Third Owner,60000,19.7,796.0,46.3,1.6
Hyundai,i20 Asta,2012,Diesel,Manual,First Owner,100000,21.27,1396.0,88.76,4.0
Toyota,Etios Liva,2013,Diesel,Manual,First Owner,120000,23.59,1364.0,67.06,4.51
Maruti,800 Std,2002,Petrol,Manual,First Owner,80000,16.1,796.0,37.0,0.4
Tata,Manza Aura,2012,Diesel,Manual,Third Owner,70000,21.12,1248.0,88.8,3.0
Maruti,Celerio ZXI,2017,Petrol,Manual,Second Owner,59500,23.1,998.0,67.04,4.21
Maruti,Vitara Brezza,2016,Diesel,Manual,First Owner,45000,24.3,1248.0,88.5,9.5
Hyundai,i20 1.4,2011,Diesel,Manual,Second Owner,75500,23.0,1396.0,90.0,3.95
Maruti,Vitara Brezza,2016,Diesel,Manual,Second Owner,46000,24.3,1248.0,88.5,9.5
Maruti,Alto 800,2013,Petrol,Manual,First Owner,60000,22.74,796.0,47.3,2.7
Hyundai,i20 1.4,2009,Petrol,Automatic,Second Owner,60000,15.0,1396.0,100.0,3.6
Maruti,Swift Ldi,2008,Diesel,Manual,First Owner,152500,17.8,1248.0,75.0,2.35
Mercedes-Benz,E-Class E250,2014,Diesel,Automatic,Second Owner,60000,13.0,2143.0,201.1,18.5
Toyota,Fortuner 4x2,2015,Diesel,Automatic,First Owner,130000,12.55,2982.0,168.5,19.0
Hyundai,Grand i10,2017,Petrol,Manual,First Owner,23456,18.9,1197.0,82.0,5.5
Mahindra,XUV500 W10,2015,Diesel,Manual,First Owner,39000,16.0,2179.0,140.0,12.25
Honda,WR-V i-VTEC,2017,Petrol,Manual,First Owner,15000,17.5,1199.0,88.7,7.0
Jeep,Compass 2.0,2017,Diesel,Manual,First Owner,69123,17.1,1956.0,170.0,16.5
Honda,Brio V,2012,Petrol,Manual,First Owner,26000,19.4,1198.0,86.8,3.76
Ford,Ecosport 1.5,2017,Diesel,Manual,First Owner,77524,22.7,1498.0,89.84,8.75
Hyundai,i20 Sportz,2014,Petrol,Manual,Second Owner,40523,18.5,1197.0,82.85,4.6
Maruti,Swift VDI,2018,Diesel,Manual,First Owner,39000,28.4,1248.0,74.0,7.55
Audi,A6 35,2019,Petrol,Automatic,Test Drive Car,7800,15.26,1798.0,187.74,62.23
Audi,A6 35,2019,Petrol,Automatic,Test Drive Car,11500,15.26,1798.0,187.74,59.23
Audi,A6 35,2019,Petrol,Automatic,Test Drive Car,23600,15.26,1798.0,187.74,65.23
Toyota,Fortuner 3.0,2010,Diesel,Manual,Second Owner,220000,11.5,2982.0,171.0,10.5
Mahindra,XUV500 W8,2015,Diesel,Manual,Second Owner,120000,15.1,2179.0,140.0,10.5
Maruti,Baleno Alpha,2018,Petrol,Automatic,First Owner,25000,21.4,1197.0,83.1,8.0
Maruti,Swift VDI,2015,Diesel,Manual,Second Owner,31000,25.2,1248.0,74.0,6.0
Maruti,Baleno Sigma,2017,Petrol,Manual,First Owner,42000,21.4,1197.0,83.1,5.3
Maruti,Swift Dzire,2015,Petrol,Manual,First Owner,80000,20.85,1197.0,83.14,4.5
Maruti,Alto K10,2011,Petrol,Manual,First Owner,60000,20.92,998.0,67.1,2.35
Maruti,Swift Dzire,2013,Diesel,Manual,First Owner,240000,23.4,1248.0,74.0,5.5
Skoda,Rapid 1.6,2013,Petrol,Automatic,Second Owner,35000,14.3,1598.0,103.5,3.95
Tata,Tigor 1.2,2018,Petrol,Manual,First Owner,35000,20.3,1199.0,84.0,4.5
Renault,Triber RXT,2019,Petrol,Manual,First Owner,5000,20.0,999.0,72.0,6.0
Maruti,Vitara Brezza,2016,Diesel,Manual,First Owner,110000,24.3,1248.0,88.5,6.1
Hyundai,i20 1.2,2017,Petrol,Manual,First Owner,20000,18.6,1197.0,81.83,6.9
Tata,Nexon 1.2,2018,Petrol,Manual,First Owner,15000,17.0,1198.0,108.5,7.9
Maruti,Alto K10,2014,Petrol,Manual,Second Owner,40000,20.92,998.0,67.1,2.55
Honda,Jazz 1.2,2016,Petrol,Manual,First Owner,41000,18.7,1199.0,88.7,5.0
Mahindra,Bolero SLX,2011,Diesel,Manual,Second Owner,100000,13.6,2523.0,63.0,3.4
Tata,Sumo CX,2008,Diesel,Manual,First Owner,120000,12.2,1948.0,68.0,1.5
Mahindra,Bolero SLX,2007,Diesel,Manual,Third Owner,110000,13.6,2523.0,63.0,2.45
Volkswagen,Vento 1.5,2015,Diesel,Manual,Second Owner,120000,20.34,1498.0,103.2,5.15
Ambassador,Grand 1500,2008,Diesel,Manual,Second Owner,60000,12.8,1995.0,52.0,1.22
Hyundai,i10 Magna,2009,Petrol,Manual,Third Owner,35000,19.81,1086.0,68.05,1.6
Maruti,Alto LX,2007,Petrol,Manual,Second Owner,120000,19.7,796.0,46.3,1.1
Maruti,Swift LDI,2014,Diesel,Manual,First Owner,70000,25.2,1248.0,74.0,3.6
Hyundai,Verna Transform,2011,Diesel,Manual,Third Owner,90000,16.2,1493.0,110.0,2.6
Maruti,Alto LXi,2007,Petrol,Manual,Second Owner,60000,19.7,796.0,46.3,1.28
Hyundai,Verna 1.6,2015,Diesel,Manual,Second Owner,80000,23.9,1582.0,126.2,6.0
Toyota,Fortuner 3.0,2010,Diesel,Manual,Second Owner,151000,11.5,2982.0,171.0,8.0
Maruti,Swift Dzire,2019,Diesel,Manual,First Owner,25000,28.4,1248.0,74.02,6.75
Mahindra,XUV500 W10,2015,Diesel,Manual,First Owner,24700,16.0,2179.0,140.0,10.0
Chevrolet,Spark 1.0,2008,Petrol,Manual,Third Owner,100000,18.0,995.0,62.0,0.65
Maruti,Ignis 1.2,2019,Petrol,Manual,First Owner,10000,20.89,1197.0,81.8,5.0
Maruti,SX4 Zxi,2010,Petrol,Manual,First Owner,50000,15.0,1586.0,104.68,3.0
Maruti,800 AC,2009,Petrol,Manual,First Owner,80000,16.1,796.0,37.0,1.25
Hyundai,Grand i10,2017,Petrol,Manual,First Owner,25000,18.9,1197.0,82.0,5.5
Maruti,Alto LXi,2007,Petrol,Manual,Third Owner,80000,19.7,796.0,46.3,1.5
Mahindra,Scorpio Intelli,2017,Diesel,Manual,First Owner,80000,15.4,2179.0,120.0,8.91
Toyota,Innova 2.5,2015,Diesel,Manual,First Owner,70000,12.99,2494.0,100.6,10.5
Maruti,Baleno RS,2018,Petrol,Manual,First Owner,15000,21.1,998.0,100.5,7.5
Hyundai,i20 Magna,2012,Petrol,Manual,First Owner,27500,18.5,1197.0,82.9,3.8
Toyota,Innova 2.5,2013,Diesel,Manual,Second Owner,110000,12.99,2494.0,100.6,8.0
Mahindra,Logan Petrol,2010,Petrol,Manual,First Owner,120000,15.7,1390.0,75.0,2.0
Maruti,Ciaz VDi,2016,Diesel,Manual,First Owner,70000,28.09,1248.0,88.5,7.0
Toyota,Qualis FS,2002,Diesel,Manual,First Owner,290000,13.1,2446.0,75.0,2.3
Honda,Accord 2.4,2010,Petrol,Manual,Second Owner,74000,12.8,2354.0,177.6,3.0
Honda,Mobilio S,2015,Diesel,Manual,First Owner,120000,24.2,1498.0,98.6,6.7
Honda,City 2017-2020,2007,Petrol,Manual,First Owner,140000,17.7,1497.0,78.0,2.1
Maruti,Ignis 1.2,2017,Petrol,Manual,First Owner,40000,20.89,1197.0,81.8,3.7
Maruti,Baleno Delta,2019,Petrol,Automatic,First Owner,20000,21.4,1197.0,83.1,6.0
Maruti,Vitara Brezza,2020,Diesel,Manual,First Owner,15000,24.3,1248.0,88.5,8.1
Tata,Tiago 1.2,2019,Petrol,Manual,First Owner,16000,23.84,1199.0,84.0,3.46
Honda,City 1.3,2005,Petrol,Manual,First Owner,130000,13.0,1343.0,90.0,0.55
Tata,Safari DICOR,2012,Diesel,Manual,Second Owner,118000,13.93,2179.0,138.03,2.5
Maruti,Swift ZXI,2006,Petrol,Manual,Second Owner,44000,16.1,1298.0,88.2,1.2
Maruti,Ertiga ZDI,2013,Diesel,Manual,Second Owner,50000,20.77,1248.0,88.8,6.0
Maruti,Eeco 5,2016,Petrol,Manual,First Owner,60000,15.37,1196.0,73.0,3.3
Hyundai,i20 Sportz,2014,Petrol,Manual,Second Owner,147000,18.6,1197.0,81.83,4.0
Tata,Indica V2,2004,Diesel,Manual,Second Owner,40000,16.8,1405.0,62.0,1.0
Maruti,Swift Dzire,2014,Petrol,Manual,Third Owner,100000,19.1,1197.0,85.8,4.5
Maruti,Ertiga SHVS,2017,Diesel,Manual,First Owner,55000,24.52,1248.0,88.5,8.0
Maruti,Celerio ZDi,2015,Diesel,Manual,Second Owner,40000,27.62,793.0,47.0,3.4
Maruti,Ritz VDi,2010,Diesel,Manual,Third Owner,64000,21.1,1248.0,73.9,2.25
Maruti,Zen LXI,2002,Petrol,Manual,Second Owner,100000,17.3,993.0,60.0,0.55
Maruti,Ertiga SHVS,2016,Diesel,Manual,First Owner,50000,24.52,1248.0,88.5,9.0
Volvo,S60 D4,2014,Diesel,Automatic,First Owner,30000,9.0,1984.0,181.0,25.0
Maruti,Wagon R,2018,Petrol,Manual,First Owner,30000,20.51,998.0,67.04,4.65
Maruti,Zen LXI,2004,Petrol,Manual,First Owner,150000,17.3,993.0,60.0,0.7
Tata,Zest Revotron,2016,Petrol,Manual,First Owner,24177,17.57,1193.0,88.7,4.0
Tata,Indigo LX,2012,Diesel,Manual,First Owner,80000,16.1,1405.0,70.0,1.85
Maruti,Wagon R,2006,Petrol,Manual,Second Owner,150000,18.9,998.0,67.1,1.4
Renault,Lodgy 85PS,2015,Diesel,Manual,Second Owner,120000,21.04,1461.0,83.8,4.15
Mahindra,Scorpio VLX,2012,Diesel,Manual,First Owner,121779,12.05,2179.0,120.0,5.32
Maruti,Baleno Delta,2017,Diesel,Manual,First Owner,56000,27.39,1248.0,74.0,6.0
Maruti,SX4 Vxi,2008,Petrol,Manual,Fourth & Above Owner,100000,15.0,1586.0,104.68,1.5
Maruti,Swift LXI,2018,Petrol,Manual,First Owner,12000,20.4,1197.0,81.8,4.6
Maruti,Vitara Brezza,2017,Diesel,Manual,First Owner,15381,24.3,1248.0,88.5,8.0
Mahindra,Bolero SLX,2011,Diesel,Manual,First Owner,5000,13.6,2523.0,63.0,3.1
Nissan,Terrano XV,2014,Diesel,Manual,First Owner,40000,19.01,1461.0,108.5,4.75
Maruti,Wagon R,2016,CNG,Manual,Second Owner,35000,26.6,998.0,58.16,3.1
Maruti,Alto K10,2018,Petrol,Manual,First Owner,10000,23.95,998.0,67.05,3.5
Mahindra,XUV500 W10,2019,Diesel,Manual,First Owner,10000,16.0,2179.0,140.0,18.0
Maruti,Swift AMT,2018,Petrol,Automatic,First Owner,25000,22.0,1197.0,81.8,6.4
Maruti,Wagon R,2017,Petrol,Automatic,First Owner,50000,20.51,998.0,67.0,3.5
Tata,Nexon 1.2,2018,Petrol,Manual,First Owner,30000,17.0,1198.0,108.5,6.0
Hyundai,Verna 1.6,2015,Diesel,Manual,First Owner,23000,23.9,1582.0,126.2,5.75
Mahindra,Thar CRDe,2019,Diesel,Manual,First Owner,15000,16.55,2498.0,105.0,9.74
Maruti,Wagon R,2018,Petrol,Automatic,Second Owner,5000,20.51,998.0,67.0,4.45
Maruti,Ertiga VDI,2015,Diesel,Manual,Second Owner,15000,20.77,1248.0,88.76,5.8
Hyundai,Creta 1.4,2020,Diesel,Manual,First Owner,20000,22.1,1396.0,88.7,10.5
Ford,EcoSport 1.5,2015,Diesel,Manual,First Owner,50000,22.77,1498.0,98.59,6.0
Ford,Figo 1.2P,2017,Petrol,Manual,Second Owner,40000,18.16,1196.0,86.8,3.7
Maruti,Zen Estilo,2007,Petrol,Manual,Third Owner,70000,18.2,1061.0,64.0,1.5
Maruti,Celerio ZXI,2017,Petrol,Manual,First Owner,15000,23.1,998.0,67.04,4.83
Hyundai,Grand i10,2016,Petrol,Manual,First Owner,10000,18.9,1197.0,82.0,4.7
Maruti,Vitara Brezza,2018,Diesel,Manual,First Owner,25000,24.3,1248.0,88.5,9.5
Hyundai,Verna 1.6,2013,Petrol,Manual,Third Owner,50000,17.01,1591.0,121.3,4.5
Toyota,Etios VX,2011,Petrol,Manual,First Owner,70000,17.6,1496.0,88.7,3.45
Maruti,Ignis Zeta,2020,Petrol,Automatic,First Owner,5000,20.89,1197.0,81.8,6.0
Maruti,A-Star Vxi,2009,Petrol,Manual,First Owner,60000,19.0,998.0,66.1,3.0
Maruti,Zen Estilo,2007,Petrol,Manual,Second Owner,74800,18.2,998.0,67.1,1.6
Maruti,800 AC,2004,Petrol,Manual,Second Owner,80000,16.1,796.0,37.0,1.2
Maruti,Eeco CNG,2012,CNG,Manual,First Owner,270000,21.94,1196.0,61.7,2.2
Hyundai,EON 1.0,2018,Petrol,Manual,First Owner,120000,20.3,998.0,68.05,3.4
Honda,City 2017-2020,2007,Petrol,Manual,Second Owner,120000,17.7,1497.0,78.0,1.38
Maruti,Swift Dzire,2010,Petrol,Manual,Third Owner,80000,17.5,1298.0,85.8,2.31
Mahindra,XUV500 W8,2013,Diesel,Manual,Second Owner,120000,15.1,2179.0,140.0,8.0
Mahindra,XUV300 W8,2019,Petrol,Manual,First Owner,20000,17.0,1197.0,108.6,9.6
Maruti,Wagon R,2009,Petrol,Manual,Second Owner,70000,18.9,1061.0,67.0,1.2
Maruti,Wagon R,2012,Petrol,Manual,First Owner,40000,18.9,998.0,67.1,2.7
Maruti,Ritz LXI,2011,Petrol,Manual,Second Owner,100000,21.1,1197.0,85.8,2.0
Maruti,Swift VXI,2012,Petrol,Manual,First Owner,123000,18.6,1197.0,85.8,3.28
Hyundai,Verna 1.6,2012,Diesel,Manual,First Owner,77000,22.32,1582.0,126.32,4.32
Volkswagen,Polo 1.0,2019,Petrol,Manual,First Owner,7000,18.78,999.0,75.0,5.65
Maruti,Eeco 5,2017,Petrol,Manual,First Owner,70000,15.37,1196.0,73.0,3.9
Ford,Figo 1.5D,2017,Diesel,Manual,First Owner,30000,25.83,1498.0,99.0,6.0
Hyundai,i20 1.4,2011,Diesel,Manual,Third Owner,120000,23.0,1396.0,90.0,2.5
Chevrolet,Spark 1.0,2011,Petrol,Manual,First Owner,70000,18.0,995.0,62.0,1.65
Honda,City 1.5,2011,Petrol,Manual,First Owner,105000,17.0,1497.0,118.0,4.21
Hyundai,Accent Executive,2012,Petrol,Manual,Second Owner,109322,16.36,1495.0,93.7,2.25
Nissan,Sunny Diesel,2013,Diesel,Manual,First Owner,120000,21.64,1461.0,84.8,3.5
Jeep,Compass 2.0,2018,Diesel,Manual,First Owner,24000,17.1,1956.0,170.0,17.57
Maruti,Baleno Zeta,2015,Diesel,Manual,Second Owner,70000,27.39,1248.0,74.0,6.0
Tata,Tiago NRG,2018,Petrol,Manual,First Owner,35000,24.0,1199.0,83.81,5.15
Maruti,800 AC,1999,Petrol,Manual,Third Owner,80000,16.1,796.0,37.0,0.8
Maruti,SX4 S,2017,Diesel,Manual,Second Owner,70000,23.65,1248.0,88.5,8.0
Mahindra,Scorpio 2.6,2004,Diesel,Manual,Fourth & Above Owner,100000,10.5,2179.0,120.0,1.2
Jaguar,XE 2016-2019,2017,Diesel,Automatic,First Owner,9000,13.6,1999.0,177.0,27.11
Lexus,ES 300h,2019,Petrol,Automatic,First Owner,20000,22.37,2487.0,214.56,51.5
Jaguar,XF 2.0,2017,Diesel,Automatic,First Owner,45000,19.33,1999.0,177.0,32.0
Tata,Safari Storme,2015,Diesel,Manual,First Owner,110000,14.1,2179.0,147.94,5.03
Volvo,XC40 D4,2019,Diesel,Automatic,First Owner,20000,18.0,1969.0,190.0,38.0
Toyota,Camry 2.5,2016,Petrol,Automatic,First Owner,68089,19.16,2494.0,157.7,20.0
Maruti,Wagon R,2013,Petrol,Manual,First Owner,58343,21.79,998.0,67.05,2.25
Maruti,Baleno Alpha,2018,Diesel,Manual,First Owner,38817,27.39,1248.0,74.0,7.4
Honda,Jazz VX,2016,Petrol,Manual,First Owner,56494,18.2,1199.0,88.7,5.5
Toyota,Innova 2.5,2013,Diesel,Manual,Second Owner,79328,12.99,2494.0,100.6,7.5
Maruti,Swift AMT,2019,Petrol,Automatic,First Owner,5621,22.0,1197.0,81.8,6.5
Toyota,Etios VX,2017,Petrol,Manual,First Owner,25538,16.78,1496.0,88.73,6.25
Maruti,Swift AMT,2018,Petrol,Automatic,First Owner,69779,22.0,1197.0,81.8,6.0
Hyundai,Grand i10,2017,Diesel,Manual,First Owner,56290,24.0,1186.0,73.97,4.5
BMW,X4 M,2019,Diesel,Automatic,First Owner,7500,16.78,1995.0,190.0,54.0
BMW,X4 M,2019,Diesel,Automatic,First Owner,8500,16.78,1995.0,190.0,55.0
Honda,Amaze V,2019,Petrol,Automatic,First Owner,7032,19.0,1199.0,88.76,7.79
Skoda,Rapid 1.6,2016,Petrol,Automatic,First Owner,11000,14.3,1598.0,103.5,6.45
Volvo,V40 D3,2018,Diesel,Automatic,First Owner,2000,16.8,1984.0,150.0,24.75
Maruti,Wagon R,2017,Petrol,Manual,First Owner,40000,20.51,998.0,67.04,4.75
Maruti,Wagon R,2015,Petrol,Automatic,First Owner,20000,20.51,998.0,67.0,4.0
